Activity Date,Activity Month,Activity Type,Campaign Duration (bin),Campaign ID,Campaign Name,Campaign Objective,Channel,Conversion Funnel Stage,Marketing metrics Discrete,Source,Target Audience,Visibility,AVG(0),Campaign Duration,Clicks,Conversion Rate,Conversions,Cost,Cost Per Conversion,Engagement Rate,Engagement Time,Impressions,Marketing metrics,MIN(1),Revenue,ROI
1/27/2022,January,Click,42,Campaign-6660LD,Cloned 24hour function,Sales Conversion,Instagram,Decision,Impressions,PPC,Returning Customers,Public,0,47,103,0.08,11,262.64,23.87636364,0.55,85,961,961,1,1328.8,144.54
6/6/2023,June,Ad Display,16,Campaign-5929Tr,Organic uniform flexibility,Lead Generation,LinkedIn,Decision,Impressions,Email,Subscribers,Restricted,0,21,92,0.11,7,498.34,71.19142857,0.66,250,1023,1023,1,457.2,115.13
2/12/2022,February,Click,53,Campaign-5067Hi,Exclusive multimedia moratorium,Sales Conversion,Twitter,Decision,Impressions,Direct,Returning Customers,Public,0,56,120,0.09,0,413.12,,0.64,277,961,961,1,1035.62,137.58
10/19/2022,October,Engagement,42,Campaign-0195xa,Devolved responsive software,Brand Awareness,LinkedIn,Decision,Impressions,PPC,Segmented Audience,Public,0,43,85,0.19,7,498.46,71.20857143,0.99,181,998,998,1,1288.82,104.3
4/9/2022,April,Engagement,58,Campaign-1318Ec,Mandatory fault-tolerant challenge,Lead Generation,Instagram,Consideration,Impressions,Referral,Returning Customers,Private,0,60,119,0.1,8,789.66,98.7075,0.89,38,1019,1019,1,444.12,7.31
4/20/2023,April,Conversion,42,Campaign-5056iW,Enterprise-wide zero-defect Graphic Interface,Sales Conversion,Facebook,Decision,Impressions,Social Media,New Visitors,Private,0,46,96,0.13,9,693.56,77.06222222,0.8,166,987,987,1,1010.59,78.93
5/26/2023,May,Engagement,68,Campaign-4629jz,Open-architected tertiary frame,Lead Generation,Twitter,Awareness,Impressions,Social Media,New Visitors,Restricted,0,70,118,0.1,11,587.36,53.39636364,0.55,114,987,987,1,918.3,280.33
12/8/2023,December,Conversion,84,Campaign-4802ii,Monitored local matrices,Brand Awareness,Google Ads,Consideration,Impressions,Email,Segmented Audience,Private,0,87,82,0.05,12,498.37,41.53083333,0.12,20,953,953,1,836.44,263.61
4/18/2022,April,Click,47,Campaign-7080JS,Operative context-sensitive policy,Lead Generation,Google Ads,Consideration,Impressions,Direct,Returning Customers,Private,0,48,113,0.04,15,629.24,41.94933333,0.39,150,1017,1017,1,1017.78,73.67
5/26/2023,May,Click,68,Campaign-6259ff,Persevering demand-driven firmware,Sales Conversion,LinkedIn,Decision,Impressions,Referral,Subscribers,Private,0,70,125,0.18,16,657.35,41.084375,0.76,21,982,982,1,946,-47.73
5/28/2023,May,Engagement,53,Campaign-8243Zq,Virtual intangible projection,Brand Awareness,Twitter,Consideration,Impressions,Referral,New Visitors,Public,0,54,95,0.14,7,417.02,59.57428571,0.28,221,927,927,1,544.79,297.97
9/14/2022,September,Conversion,16,Campaign-5448Dj,Optional mobile approach,Brand Awareness,Twitter,Consideration,Impressions,SEO,New Visitors,Restricted,0,18,115,0.01,9,697.19,77.46555556,0.82,135,1000,1000,1,769.33,286.98
12/26/2022,December,Engagement,58,Campaign-7820OL,Mandatory mobile Graphical User Interface,Sales Conversion,Facebook,Decision,Impressions,Referral,Segmented Audience,Restricted,0,63,115,0.13,9,679.29,75.47666667,0.53,185,1040,1040,1,1255.13,262.11
5/28/2023,May,Click,79,Campaign-2805em,Self-enabling actuating Graphic Interface,Brand Awareness,LinkedIn,Consideration,Impressions,Referral,Segmented Audience,Public,0,84,100,0.1,14,318.77,22.76928571,0.31,278,1009,1009,1,875.57,-10.03
7/21/2023,July,Ad Display,68,Campaign-7937Hk,Proactive high-level project,Brand Awareness,Twitter,Consideration,Impressions,Direct,Subscribers,Public,0,72,95,0.17,13,409.83,31.52538462,0.79,34,1012,1012,1,1102.59,188.25
10/31/2022,October,Engagement,47,Campaign-5278dI,Self-enabling leadingedge architecture,Lead Generation,Google Ads,Consideration,Impressions,Referral,Segmented Audience,Public,0,52,101,0.04,11,571.48,51.95272727,0.78,168,974,974,1,1075.72,40.5
3/10/2022,March,Click,26,Campaign-1850Xf,Cross-group value-added monitoring,Sales Conversion,LinkedIn,Decision,Impressions,Direct,New Visitors,Restricted,0,31,94,0.03,13,538.86,41.45076923,0.03,47,942,942,1,631.68,-88.79
10/15/2022,October,Engagement,63,Campaign-1695KC,Horizontal solution-oriented frame,Sales Conversion,LinkedIn,Awareness,Impressions,PPC,New Visitors,Public,0,67,98,0.18,8,522.68,65.335,0.83,275,1032,1032,1,851.04,100.88
1/2/2023,January,Click,74,Campaign-5685Oh,Secured intermediate Graphical User Interface,Sales Conversion,Instagram,Consideration,Impressions,Direct,Returning Customers,Public,0,76,93,0.19,14,241.18,17.22714286,0.81,267,986,986,1,1066.12,191.49
1/30/2022,January,Conversion,84,Campaign-2502Ui,Streamlined secondary knowledgebase,Brand Awareness,Google Ads,Decision,Impressions,Social Media,New Visitors,Public,0,85,84,0.08,7,684.46,97.78,0.89,20,1004,1004,1,1453.55,-24.76
4/3/2022,April,Ad Display,74,Campaign-0593cA,Customizable grid-enabled service-desk,Brand Awareness,Google Ads,Consideration,Impressions,SEO,New Visitors,Restricted,0,75,96,0.06,2,424.33,212.165,0.92,260,990,990,1,1037.23,262.89
8/3/2022,August,Conversion,32,Campaign-0460MX,Organized secondary installation,Brand Awareness,Twitter,Awareness,Impressions,Referral,Returning Customers,Restricted,0,34,72,0.11,11,144.38,13.12545455,0.98,199,971,971,1,347.24,205.15
12/31/2022,December,Conversion,68,Campaign-2516dC,Quality-focused 5thgeneration infrastructure,Sales Conversion,Twitter,Awareness,Impressions,Social Media,Subscribers,Private,0,70,86,0.2,11,384.61,34.96454545,0.31,48,957,957,1,1495.3,-28.89
10/8/2023,October,Conversion,79,Campaign-5994Rt,Quality-focused grid-enabled productivity,Sales Conversion,Google Ads,Decision,Impressions,Direct,Subscribers,Restricted,0,82,102,0.12,8,493.66,61.7075,0.3,207,1004,1004,1,446.53,173.88
3/25/2022,March,Conversion,26,Campaign-9762bD,Adaptive heuristic time-frame,Lead Generation,LinkedIn,Consideration,Impressions,PPC,Returning Customers,Restricted,0,28,100,0.19,12,508.06,42.33833333,0.5,232,959,959,1,1453.93,157.42
12/4/2022,December,Conversion,74,Campaign-4361wg,Ameliorated optimizing leverage,Brand Awareness,LinkedIn,Decision,Impressions,Direct,New Visitors,Restricted,0,74,107,0.19,8,475.72,59.465,0.01,269,965,965,1,1124.06,-29.93
5/30/2022,May,Ad Display,32,Campaign-1050lz,Profit-focused reciprocal interface,Lead Generation,Facebook,Awareness,Impressions,Direct,Returning Customers,Restricted,0,33,100,0.2,6,399.64,66.60666667,0.18,109,1036,1036,1,648,71.79
7/2/2022,July,Ad Display,63,Campaign-9057YJ,Face-to-face systemic structure,Brand Awareness,Instagram,Consideration,Impressions,Social Media,Subscribers,Restricted,0,67,89,0.01,10,221.47,22.147,0.8,185,1010,1010,1,692.82,86.97
11/24/2023,November,Click,32,Campaign-7710Iz,Centralized fault-tolerant migration,Lead Generation,LinkedIn,Decision,Impressions,SEO,Returning Customers,Public,0,34,110,0.14,11,486.83,44.25727273,0.31,14,1013,1013,1,1073.28,189.75
8/26/2023,August,Engagement,37,Campaign-4081fv,Public-key content-based portal,Sales Conversion,Facebook,Consideration,Impressions,Email,New Visitors,Public,0,37,105,0.15,9,419.65,46.62777778,0.79,260,993,993,1,1244.43,263.11
1/18/2022,January,Ad Display,58,Campaign-5170jH,Public-key didactic software,Brand Awareness,Twitter,Consideration,Impressions,Social Media,Returning Customers,Public,0,61,104,0.04,10,580.02,58.002,0.31,202,1029,1029,1,652.35,175.99
6/16/2022,June,Click,79,Campaign-4006vk,Customizable motivating initiative,Brand Awareness,Facebook,Decision,Impressions,SEO,Subscribers,Restricted,0,83,110,0.06,17,550.41,32.37705882,0.56,258,1005,1005,1,1629.03,101.59
7/18/2022,July,Click,68,Campaign-8222Xk,Decentralized neutral application,Brand Awareness,Twitter,Consideration,Impressions,PPC,New Visitors,Restricted,0,72,117,0.15,4,412.07,103.0175,0.54,229,1014,1014,1,547.72,-92.96
11/10/2022,November,Click,37,Campaign-3950EO,Fundamental foreground Graphical User Interface,Brand Awareness,Instagram,Consideration,Impressions,SEO,New Visitors,Private,0,42,89,0.02,7,612.77,87.53857143,0.13,269,1009,1009,1,1125.42,16.64
2/24/2023,February,Conversion,37,Campaign-6033Os,Business-focused local software,Lead Generation,LinkedIn,Consideration,Impressions,Referral,New Visitors,Private,0,40,98,0.08,10,660.47,66.047,0.61,262,1030,1030,1,1036.26,205.67
7/6/2023,July,Click,32,Campaign-5235ok,Upgradable zero administration collaboration,Lead Generation,Twitter,Awareness,Impressions,Direct,New Visitors,Restricted,0,33,101,0.18,7,554.83,79.26142857,0.67,293,1037,1037,1,857.99,26.16
1/16/2022,January,Click,74,Campaign-6759iy,Profound optimizing adapter,Brand Awareness,LinkedIn,Consideration,Impressions,SEO,Subscribers,Restricted,0,76,96,0.08,10,508.8,50.88,0.86,197,1022,1022,1,1184.54,44.78
6/6/2023,June,Conversion,84,Campaign-9029aR,Right-sized solution-oriented website,Brand Awareness,Google Ads,Consideration,Impressions,PPC,Subscribers,Private,0,88,104,0.17,11,131.92,11.99272727,0.78,101,1031,1031,1,1320.03,6.94
11/11/2023,November,Ad Display,11,Campaign-6220bu,Robust reciprocal installation,Lead Generation,Instagram,Awareness,Impressions,Social Media,Segmented Audience,Public,0,12,100,0.06,4,387.65,96.9125,0.45,19,1007,1007,1,760.67,19.74
8/9/2022,August,Click,26,Campaign-8000Xh,Function-based mission-critical flexibility,Brand Awareness,Twitter,Decision,Impressions,Referral,Segmented Audience,Private,0,30,113,0.16,7,375.3,53.61428571,0.12,121,1008,1008,1,999.05,25.51
4/28/2023,April,Ad Display,53,Campaign-9922RY,Seamless user-facing monitoring,Brand Awareness,Google Ads,Decision,Impressions,Email,Subscribers,Restricted,0,54,93,0.12,14,517.43,36.95928571,0.53,29,988,988,1,1525.54,-31.64
11/13/2023,November,Ad Display,32,Campaign-6066KR,Synergistic directional frame,Sales Conversion,Instagram,Decision,Impressions,Referral,Returning Customers,Public,0,36,108,0.03,11,585.36,53.21454545,0.99,150,1000,1000,1,1089.87,262.22
2/8/2022,February,Click,16,Campaign-5325Gn,Diverse dynamic customer loyalty,Brand Awareness,Google Ads,Consideration,Impressions,SEO,Subscribers,Private,0,16,105,0.09,8,618.58,77.3225,0.3,147,1016,1016,1,511.41,195.55
4/9/2023,April,Engagement,37,Campaign-8612AK,Pre-emptive user-facing encryption,Brand Awareness,Twitter,Consideration,Impressions,PPC,New Visitors,Public,0,37,99,0.2,10,685.06,68.506,0.3,267,921,921,1,1690.87,146.54
1/3/2023,January,Engagement,16,Campaign-5166pE,Fully-configurable zero administration flexibility,Lead Generation,Instagram,Consideration,Impressions,Email,Returning Customers,Restricted,0,16,117,0.06,17,404.89,23.81705882,0.22,195,1005,1005,1,1043.05,180.37
3/13/2023,March,Engagement,26,Campaign-6363PE,Monitored content-based orchestration,Sales Conversion,LinkedIn,Decision,Impressions,Email,Returning Customers,Restricted,0,30,88,0.16,15,337.57,22.50466667,0.04,237,996,996,1,1449.26,-66.38
10/8/2022,October,Conversion,21,Campaign-6914rH,Universal fresh-thinking collaboration,Lead Generation,Google Ads,Decision,Impressions,Direct,Returning Customers,Restricted,0,25,94,0.04,13,450.98,34.69076923,0.06,171,957,957,1,1169.05,162.99
1/7/2022,January,Click,42,Campaign-5809NX,Cloned zero tolerance info-mediaries,Sales Conversion,Google Ads,Awareness,Impressions,Referral,Returning Customers,Restricted,0,45,99,0.19,6,590.07,98.345,0.42,212,999,999,1,991.95,65.7
12/28/2022,December,Ad Display,11,Campaign-7340Nu,Ergonomic well-modulated database,Sales Conversion,Instagram,Awareness,Impressions,Referral,Subscribers,Private,0,13,90,0.19,10,606.93,60.693,0.97,196,960,960,1,1309.63,168.66
8/2/2022,August,Ad Display,63,Campaign-6180jT,Seamless real-time database,Sales Conversion,Facebook,Consideration,Impressions,Email,Returning Customers,Restricted,0,68,119,0.04,7,369.36,52.76571429,0.83,59,1001,1001,1,843.19,-98.11
9/8/2023,September,Ad Display,53,Campaign-6066Bg,Multi-tiered cohesive matrix,Sales Conversion,Facebook,Consideration,Impressions,PPC,Returning Customers,Public,0,57,102,0.18,14,621.19,44.37071429,0.49,211,975,975,1,1166.6,4.3
3/7/2023,March,Engagement,47,Campaign-7972kv,Team-oriented exuding pricing structure,Lead Generation,Google Ads,Consideration,Impressions,Direct,Subscribers,Restricted,0,52,109,0.18,7,416.67,59.52428571,0.23,233,1064,1064,1,1618.46,297.81
1/8/2022,January,Click,16,Campaign-7629sW,Configurable value-added attitude,Lead Generation,LinkedIn,Awareness,Impressions,SEO,New Visitors,Restricted,0,18,118,0.18,9,364.21,40.46777778,0.02,150,1001,1001,1,1398.98,73.31
9/8/2023,September,Ad Display,58,Campaign-8155jO,Visionary transitional function,Brand Awareness,Twitter,Decision,Impressions,SEO,Returning Customers,Private,0,62,88,0.15,13,417.43,32.11,0.19,241,968,968,1,842.73,-26.46
9/17/2022,September,Engagement,42,Campaign-5780mq,Extended 4thgeneration application,Lead Generation,Instagram,Awareness,Impressions,Direct,Returning Customers,Public,0,44,82,0.05,7,521.93,74.56142857,0.84,108,999,999,1,388.88,150.26
6/17/2022,June,Ad Display,68,Campaign-2954yO,Monitored background knowledge user,Sales Conversion,Instagram,Consideration,Impressions,Referral,Returning Customers,Restricted,0,72,98,0.17,7,592.77,84.68142857,0.99,4,974,974,1,538.22,179.57
8/20/2022,August,Engagement,53,Campaign-0486cR,Implemented fault-tolerant methodology,Lead Generation,Facebook,Consideration,Impressions,SEO,Segmented Audience,Public,0,55,95,0.12,9,366.57,40.73,0.04,290,993,993,1,1015.05,218.2
5/16/2023,May,Click,63,Campaign-6463wi,Multi-tiered even-keeled definition,Sales Conversion,Twitter,Awareness,Impressions,Email,Subscribers,Private,0,66,110,0.17,12,630.25,52.52083333,0.56,141,1042,1042,1,1138.08,252.15
5/11/2022,May,Ad Display,63,Campaign-2195kb,Synergistic next generation hub,Lead Generation,Twitter,Decision,Impressions,Social Media,Subscribers,Restricted,0,68,106,0.17,11,551.86,50.16909091,0.72,208,972,972,1,812.1,294.23
3/6/2023,March,Conversion,74,Campaign-6967eP,Progressive real-time benchmark,Lead Generation,Instagram,Awareness,Impressions,Referral,Returning Customers,Restricted,0,75,102,0.11,8,454.28,56.785,0.13,275,1018,1018,1,658.43,-51.54
12/21/2022,December,Conversion,32,Campaign-1688ik,Self-enabling fresh-thinking infrastructure,Brand Awareness,Twitter,Decision,Impressions,Email,New Visitors,Private,0,34,102,0.19,11,391.2,35.56363636,0.8,108,994,994,1,1254.09,42.72
11/6/2022,November,Conversion,16,Campaign-2323bH,Multi-layered bottom-line monitoring,Lead Generation,Instagram,Consideration,Impressions,PPC,Returning Customers,Restricted,0,18,104,0.18,10,454.46,45.446,0.36,220,1003,1003,1,790.88,264.33
1/26/2022,January,Conversion,58,Campaign-2759Vs,Vision-oriented client-server process improvement,Lead Generation,Facebook,Awareness,Impressions,SEO,Returning Customers,Private,0,62,102,0.13,14,652.55,46.61071429,0.1,34,1006,1006,1,1257.4,103.23
3/14/2023,March,Conversion,32,Campaign-5164kv,Phased reciprocal parallelism,Sales Conversion,Google Ads,Awareness,Impressions,PPC,Returning Customers,Restricted,0,34,110,0.04,9,612.99,68.11,0.04,161,1001,1001,1,796.53,286.32
8/17/2022,August,Click,63,Campaign-8582yV,Networked multi-tasking hardware,Brand Awareness,Facebook,Consideration,Impressions,PPC,Segmented Audience,Restricted,0,68,100,0.05,8,540.76,67.595,0.94,208,1015,1015,1,688.43,-81.28
2/3/2023,February,Ad Display,11,Campaign-8436wy,Future-proofed national collaboration,Lead Generation,Twitter,Consideration,Impressions,Direct,New Visitors,Restricted,0,15,106,0.12,15,536.54,35.76933333,0.34,245,989,989,1,1280.35,135.74
3/30/2022,March,Ad Display,68,Campaign-7846Ag,Synergized client-driven workforce,Brand Awareness,Facebook,Decision,Impressions,Direct,Segmented Audience,Restricted,0,71,97,0.16,3,494.59,164.8633333,0.11,286,1019,1019,1,796.62,101.94
9/10/2023,September,Ad Display,5,Campaign-2209MO,Compatible coherent array,Sales Conversion,Instagram,Awareness,Impressions,PPC,New Visitors,Private,0,10,79,0.08,18,656.77,36.48722222,0.26,6,1013,1013,1,1155.79,-49.99
9/4/2023,September,Ad Display,21,Campaign-8139PM,Function-based 6thgeneration solution,Lead Generation,Facebook,Decision,Impressions,Social Media,Segmented Audience,Private,0,25,110,0.14,7,428.63,61.23285714,0.41,201,990,990,1,1335.5,114.3
10/16/2022,October,Conversion,11,Campaign-8149ky,Stand-alone directional projection,Brand Awareness,Facebook,Consideration,Impressions,PPC,New Visitors,Restricted,0,14,96,0.15,11,608.26,55.29636364,0.86,232,974,974,1,595.85,144.22
4/3/2022,April,Conversion,47,Campaign-1001xU,Profit-focused heuristic superstructure,Brand Awareness,Instagram,Awareness,Impressions,Social Media,New Visitors,Private,0,52,94,0.17,8,724.25,90.53125,0.03,120,961,961,1,718.45,33.09
3/19/2023,March,Conversion,84,Campaign-7517xL,Networked next generation hardware,Lead Generation,Google Ads,Decision,Impressions,Email,Subscribers,Private,0,86,115,0.02,10,421.42,42.142,0.71,6,1015,1015,1,999.72,199.76
2/11/2022,February,Click,79,Campaign-4732JJ,User-centric bi-directional standardization,Sales Conversion,LinkedIn,Awareness,Impressions,Referral,Segmented Audience,Restricted,0,79,90,0.2,6,847.14,141.19,0.9,86,903,903,1,1240.73,-56.05
1/10/2023,January,Ad Display,47,Campaign-1820Pk,User-centric motivating strategy,Lead Generation,LinkedIn,Decision,Impressions,PPC,Returning Customers,Restricted,0,49,83,0.02,2,451.69,225.845,0.21,275,937,937,1,833.76,64.41
1/12/2023,January,Engagement,63,Campaign-8693CT,Reduced upward-trending leverage,Lead Generation,Google Ads,Decision,Impressions,Email,New Visitors,Public,0,68,113,0.06,14,624.46,44.60428571,0.83,272,987,987,1,1374.26,-97.63
5/12/2022,May,Ad Display,74,Campaign-6409iy,Assimilated zero-defect customer loyalty,Brand Awareness,Twitter,Awareness,Impressions,PPC,New Visitors,Private,0,74,96,0.14,9,372.91,41.43444444,0.69,277,1002,1002,1,1217.87,156.76
1/20/2022,January,Conversion,37,Campaign-2790yZ,Quality-focused incremental adapter,Lead Generation,Twitter,Consideration,Impressions,PPC,Segmented Audience,Private,0,41,108,0.06,8,563.96,70.495,0.47,124,949,949,1,834.73,45.66
8/23/2023,August,Click,63,Campaign-1965oG,Open-source static interface,Lead Generation,Google Ads,Awareness,Impressions,SEO,Returning Customers,Public,0,67,104,0.17,12,460.59,38.3825,0.62,269,1028,1028,1,1523.62,56.35
4/9/2022,April,Conversion,84,Campaign-7079gr,Reverse-engineered neutral open architecture,Brand Awareness,Twitter,Awareness,Impressions,Email,Returning Customers,Public,0,86,93,0.19,7,319.01,45.57285714,0.19,108,997,997,1,1176.2,106.76
1/2/2022,January,Ad Display,74,Campaign-8786Eq,Fully-configurable bi-directional artificial intelligence,Brand Awareness,Twitter,Decision,Impressions,PPC,Segmented Audience,Restricted,0,78,115,0.14,10,156.74,15.674,0.04,251,1006,1006,1,248.16,225.51
4/17/2022,April,Ad Display,84,Campaign-2385kt,Mandatory intangible monitoring,Lead Generation,Twitter,Awareness,Impressions,Direct,Segmented Audience,Public,0,87,113,0.06,1,884.01,884.01,0.75,151,1006,1006,1,982.52,-86.32
2/5/2023,February,Engagement,79,Campaign-9271eE,Integrated solution-oriented data-warehouse,Sales Conversion,Facebook,Consideration,Impressions,Social Media,Subscribers,Public,0,84,121,0.13,11,567.86,51.62363636,0.03,261,991,991,1,1062.84,-63.24
3/15/2022,March,Conversion,68,Campaign-6968fq,Proactive maximized conglomeration,Brand Awareness,LinkedIn,Consideration,Impressions,SEO,New Visitors,Private,0,71,100,0.03,9,109.05,12.11666667,0.04,242,1009,1009,1,755.18,-15.64
12/19/2023,December,Click,16,Campaign-7314jx,Self-enabling secondary secured line,Brand Awareness,Instagram,Consideration,Impressions,Direct,Subscribers,Private,0,21,117,0.09,12,535.16,44.59666667,0.17,125,978,978,1,828.74,254.68
7/24/2022,July,Engagement,21,Campaign-1202LJ,Reduced optimizing forecast,Brand Awareness,Instagram,Consideration,Impressions,PPC,Segmented Audience,Public,0,22,99,0.08,9,575.95,63.99444444,0.16,49,1006,1006,1,1458.35,-71.37
1/6/2022,January,Click,84,Campaign-3006JS,Programmable needs-based leverage,Sales Conversion,Google Ads,Consideration,Impressions,PPC,Subscribers,Public,0,87,108,0.05,4,297.36,74.34,0.51,99,985,985,1,1191.68,-0.27
6/30/2022,June,Ad Display,63,Campaign-9717Jw,Multi-lateral bandwidth-monitored success,Sales Conversion,Google Ads,Decision,Impressions,PPC,Returning Customers,Public,0,65,95,0.07,16,321.8,20.1125,0.7,260,991,991,1,976.7,234.21
9/27/2022,September,Click,84,Campaign-5103oF,Adaptive global task-force,Brand Awareness,Twitter,Decision,Impressions,Social Media,Subscribers,Restricted,0,88,95,0.15,7,467.84,66.83428571,0.67,283,993,993,1,885.82,194.32
5/11/2022,May,Conversion,42,Campaign-4430Fw,Monitored logistical collaboration,Brand Awareness,Facebook,Decision,Impressions,Direct,Subscribers,Private,0,46,119,0.06,11,459.73,41.79363636,0.49,118,998,998,1,249.62,227.54
11/15/2022,November,Click,74,Campaign-8511tK,Public-key even-keeled application,Lead Generation,Instagram,Consideration,Impressions,Email,Segmented Audience,Restricted,0,77,111,0.16,13,398.2,30.63076923,0.32,191,987,987,1,1203.82,90.5
7/27/2023,July,Engagement,74,Campaign-6356Wj,Cloned local contingency,Brand Awareness,Google Ads,Decision,Impressions,Email,Segmented Audience,Restricted,0,78,102,0.08,10,574.26,57.426,0.96,111,984,984,1,604.32,86.6
10/18/2022,October,Ad Display,26,Campaign-3437QY,Proactive solution-oriented framework,Brand Awareness,Google Ads,Awareness,Impressions,Social Media,Returning Customers,Private,0,29,105,0.02,4,707.73,176.9325,0.07,258,991,991,1,822.35,243.08
7/13/2023,July,Click,5,Campaign-5469iX,Sharable multimedia collaboration,Lead Generation,Facebook,Decision,Impressions,SEO,Segmented Audience,Restricted,0,10,94,0.07,7,479.12,68.44571429,0.89,235,961,961,1,808.84,85.74
1/23/2022,January,Conversion,53,Campaign-1658Eo,Diverse optimizing archive,Lead Generation,Facebook,Decision,Impressions,Email,Subscribers,Restricted,0,53,103,0.02,11,619.47,56.31545455,0.77,277,985,985,1,854.13,-75.32
11/6/2023,November,Conversion,53,Campaign-5564wz,Synergistic disintermediate middleware,Brand Awareness,Instagram,Consideration,Impressions,PPC,Segmented Audience,Restricted,0,56,83,0.09,11,675.24,61.38545455,0.59,187,1013,1013,1,1685.51,26.86
12/26/2023,December,Conversion,16,Campaign-4174hC,Synergized tertiary complexity,Lead Generation,LinkedIn,Awareness,Impressions,Social Media,Segmented Audience,Restricted,0,16,103,0.02,14,266.09,19.00642857,0.62,160,971,971,1,364.59,230.99
1/24/2022,January,Ad Display,74,Campaign-2532vF,Persevering 5thgeneration capability,Brand Awareness,LinkedIn,Decision,Impressions,PPC,Returning Customers,Restricted,0,76,103,0.18,8,492.6,61.575,0.39,65,1016,1016,1,812.2,64.57
6/10/2022,June,Conversion,53,Campaign-3166DG,Programmable heuristic system engine,Brand Awareness,Instagram,Consideration,Impressions,SEO,Returning Customers,Restricted,0,57,111,0.02,8,583.49,72.93625,0.33,47,951,951,1,1736.47,11.37
5/23/2022,May,Engagement,47,Campaign-7993Rz,Managed interactive hardware,Brand Awareness,Facebook,Consideration,Impressions,Social Media,Segmented Audience,Private,0,50,92,0.12,11,551.25,50.11363636,0.31,155,968,968,1,1386.27,277.54
9/12/2023,September,Ad Display,21,Campaign-8473uH,Focused bifurcated installation,Brand Awareness,Twitter,Awareness,Impressions,SEO,Returning Customers,Restricted,0,23,97,0.18,8,393.18,49.1475,0.81,288,979,979,1,549.67,282.97
11/20/2022,November,Engagement,79,Campaign-0175zo,User-friendly mobile success,Brand Awareness,Instagram,Consideration,Impressions,Referral,Returning Customers,Public,0,79,97,0.07,9,656.04,72.89333333,0.13,135,1008,1008,1,780.21,134.37
11/19/2022,November,Click,16,Campaign-6090Af,Robust optimal migration,Lead Generation,Twitter,Decision,Impressions,Social Media,Returning Customers,Restricted,0,21,108,0.15,6,400.35,66.725,0.79,148,1000,1000,1,848.22,-25.72
12/7/2022,December,Click,47,Campaign-4352hl,Cross-group object-oriented portal,Sales Conversion,LinkedIn,Consideration,Impressions,Direct,Subscribers,Public,0,48,106,0.17,5,466.03,93.206,0.41,205,1083,1083,1,730.76,212.7
3/10/2023,March,Conversion,58,Campaign-5030ay,Universal optimizing Local Area Network,Sales Conversion,Google Ads,Decision,Impressions,Direct,New Visitors,Public,0,62,85,0.07,9,638.82,70.98,0.36,57,966,966,1,598.4,-23.83
8/5/2023,August,Click,32,Campaign-8021MM,Innovative 4thgeneration Graphical User Interface,Sales Conversion,Google Ads,Decision,Impressions,Direct,New Visitors,Private,0,32,82,0.04,12,480.52,40.04333333,0.49,248,1048,1048,1,1803.98,-64.69
8/19/2022,August,Engagement,37,Campaign-3173aH,Public-key mission-critical capability,Sales Conversion,LinkedIn,Decision,Impressions,SEO,Segmented Audience,Restricted,0,40,108,0.12,8,850.29,106.28625,0.14,239,1026,1026,1,950.17,201.35
4/18/2022,April,Click,79,Campaign-9618lo,Switchable static website,Brand Awareness,Google Ads,Decision,Impressions,Social Media,Segmented Audience,Public,0,82,93,0.1,8,510.85,63.85625,0.03,217,1021,1021,1,800.34,87.42
5/18/2022,May,Ad Display,63,Campaign-3667Za,Realigned uniform framework,Sales Conversion,Google Ads,Consideration,Impressions,SEO,New Visitors,Private,0,65,81,0.07,9,256.34,28.48222222,0.77,188,991,991,1,489.23,96.67
10/27/2023,October,Engagement,32,Campaign-6360Nr,Customer-focused reciprocal toolset,Sales Conversion,LinkedIn,Decision,Impressions,Referral,Subscribers,Private,0,35,99,0.08,12,563.46,46.955,0.37,290,984,984,1,1022.59,268.62
7/21/2023,July,Conversion,32,Campaign-0955vR,Multi-layered 6thgeneration time-frame,Brand Awareness,Google Ads,Decision,Impressions,Social Media,New Visitors,Private,0,32,109,0.06,12,782.42,65.20166667,0.3,291,966,966,1,967.85,10.22
9/26/2023,September,Conversion,47,Campaign-7298fq,Reduced well-modulated contingency,Sales Conversion,Instagram,Decision,Impressions,SEO,Subscribers,Private,0,51,111,0.04,13,578.57,44.50538462,0.21,264,977,977,1,903.55,91.06
9/18/2023,September,Ad Display,11,Campaign-1140Sj,Integrated stable contingency,Sales Conversion,Google Ads,Awareness,Impressions,SEO,Returning Customers,Public,0,14,101,0.14,10,813.11,81.311,0.17,37,1018,1018,1,899.1,194.31
1/13/2023,January,Click,58,Campaign-9263KQ,Mandatory mission-critical definition,Brand Awareness,Twitter,Awareness,Impressions,Direct,Returning Customers,Restricted,0,59,111,0.12,7,609.35,87.05,0.11,206,1008,1008,1,939.8,6.38
7/1/2023,July,Ad Display,53,Campaign-5368Gh,Multi-tiered global product,Lead Generation,Google Ads,Decision,Impressions,Referral,Returning Customers,Restricted,0,56,93,0.19,16,368.39,23.024375,0.14,134,993,993,1,1225.12,177.72
6/1/2023,June,Engagement,42,Campaign-8171GC,Triple-buffered national access,Lead Generation,Facebook,Awareness,Impressions,PPC,New Visitors,Public,0,47,75,0.15,7,423.76,60.53714286,0.83,63,1002,1002,1,815.86,-23.69
